Paid,Organic,Social,Profit
49855,117820,164974,91623.59544
127494,129286,314779,157949.9232
53778,118399,172544,94974.98049
116989,127735,294510,148975.5923
128157,129384,316058,158516.3184
72165,121115,208022,110682.8359
114314,127340,289348,146690.3629
11205,112112,90399,58605.23395
83554,122797,229997,120412.3603
131981,129949,323437,161783.1286
32137,115203,130787,76487.26093
54016,118434,173003,95178.30183
64613,119999,193450,104231.2275
11624,112174,91208,58963.18204
31587,115122,129726,76017.40068
12608,112319,93106,59803.80475
94359,124392,250845,129642.9786
2307,110798,73230,51003.74933
33161,115354,132763,77362.05529
159746,134049,377009,185502.5285
154187,133228,366283,180753.5228
144520,131800,347631,172495.0881
106777,126226,274806,140251.5689
16459,112888,100537,63093.68082
143258,131614,345196,171416.9724
73490,121310,210578,111814.772
87369,123360,237358,123671.4819
51353,118041,167865,92903.32391
66049,120212,196221,105457.9899
29723,114847,126130,74425.00156
146120,132037,350718,173861.9543
15440,112737,98571,62223.15791
13856,112503,95514,60869.96038
71829,121065,207373,110395.794
131154,129827,321841,161076.6296
68679,120600,201295,107704.7762
108056,126415,277273,141344.2075
140149,131155,339197,168760.9805
56850,118853,178471,97599.36358
47438,117463,160311,89558.7732
58867,119151,182363,99322.46927
12914,112364,93697,60065.21791
62574,119698,189516,102489.3274
53106,118300,171247,94400.89669
123537,128702,307144,154569.4922
48901,117679,163134,90808.60147
105143,125985,271653,138855.6568
63615,119852,191524,103378.6447
100405,125285,262511,134808.0242
41289,116555,148446,84305.73556
39970,116360,145901,83178.92524
43532,116886,152774,86221.9111
136133,130562,331448,165330.1463
131106,129819,321748,161035.6236
105127,125983,271622,138841.9881
46798,117368,159076,89012.02672
97209,124813,256344,132077.709
54135,118452,173233,95279.96251
134970,130390,329204,164336.6055
108273,126447,277692,141529.5887
152296,132949,362635,179138.0578
70659,120892,205116,109396.2731
